code;name;ventas_cantidad;ingresos_cantidad;stock_actual;movimientos_venta;display_order_sugerido;visible_sugerido
073011;ROUTER MERCUSYS MW306R 3 ANT;22;30;8;15;709;1
07306;ROUTER TP-LINK AC1200 WI-FI 4 ANT C64;22;21;0;18;710;1
049461;SMARTWATCH LDNIO DAMA SW02 DORADO;22;26;4;19;711;1
033501;AUDIF MDR-XB960BT DI ROJO;21;20;1;15;712;1
03910;AUDIF MOVISUN BT TW-2 NEGRO;21;49;28;13;713;1
04332;PARL MS-3627 BT;21;21;0;15;714;1
043602;PARL SOONBOX + MICROF S65 ROJO;21;27;7;21;715;1
04941;RELOJ SMART T20 PROMAX;21;40;21;15;716;1
04975;SMARTWATCH GF68 NEGRO;21;21;1;16;717;1
049721;SMARTWATCH ROCK 005 +BAT VERDE;21;32;11;19;718;1
05307;ADAPT EARLDOM OT80 USB-C-V8-IP;20;20;0;6;719;1
03872;AUDIF AIR A11 PRO BT NEGRO;20;20;0;15;720;1
037501;AUDIF ALTEC GAMING ALGH9603 SIN LUCES;20;20;0;13;721;1
03752;AUDIF ALTEC GAMING DI ALGH9604;20;20;0;13;722;1
038521;AUDIF ECCO DI EC-T21 LILA;20;13;0;17;723;1
038522;AUDIF ECCO DI EC-T21 VERDE;20;11;0;18;724;1
03049;AUDIF INPODS CELESTE;20;29;12;14;725;1
038422;AUDIF JBL BT K83 NEGRO;20;19;0;18;726;1
038412;AUDIF JBL BT QZ11 NEGRO;20;20;0;18;727;1
038334;AUDIF LELISU DI LS-257 NEGRO;20;20;0;16;728;1
03846;AUDIF SAMSUNG BT RD4;20;20;0;13;729;1
05900;AUTO HOLDER EARLDOM ET-EH190;20;38;18;7;730;1
02207;CABLE LDNIO LS852 25W IOS;20;20;0;1;731;1
070628;CAM TP-LINK TAPO C530WS;20;23;3;16;732;1
05362;CARG LDNIO 45W Q2420 TC A C;20;20;0;8;733;1
04370;PARL BOMBOX 905 NEGRO;20;20;0;15;734;1
04364;PARL CAFINI CN - S6759;20;20;0;12;735;1
04317;PARL CHARGE MINI 3 NEGRO;20;0;0;14;736;1
07603;PARL CPU JEDEL CK4;20;0;0;9;737;1
07610;PARL GENIUS CPU SP-HF 180 CAFE;20;20;1;18;738;1
07611;PARL GENIUS CPU SP-HF 180 NEGRO;20;20;0;19;739;1
04360;PARL SOONBOX + MICROF S65 AZUL;20;27;8;20;740;1
04354;PARL SPEAKER T&G-384 MINI;20;20;0;15;741;1
09030;REGULADOR CDP R2CU-AVR1008 4USB FRONTAL;20;20;0;8;742;1
01063;SANDISK ULTRA FIT 32 GB;20;0;0;7;743;1
04946;SMARTWATCH LDNIO DAMA SW02 GRIS;20;25;5;17;744;1
049481;SMARTWATCH LDNIO SW05 NEGRO;20;25;6;19;745;1
07110;TECL GENIUS SLIM STAR 820 ILUMIN;20;20;0;13;746;1
070403;TECLADO JEDEL RETROILU K500+;20;20;0;7;747;1
038721;AUDIF AIR A11 PRO BT CELESTE;19;20;1;14;748;1
038722;AUDIF AIR A11 PRO BT NARANJA;19;20;0;15;749;1
038608;AUDIF ECCO EC-T37 BLANCO;19;100;81;15;750;1
038609;AUDIF ECCO EC-T37 NEGRO;19;100;81;13;751;1
038381;AUDIF LABUBU BT TWS 505 + RELOJ ROSADO;19;19;0;14;752;1
038231;AUDIF LDNIO NECK N02 NEGRO;19;29;10;15;753;1
038271;AUDIF LELISU BT LS519 BLANCO;19;20;0;17;754;1
03827;AUDIF LELISU BT LS519 NEGRO;19;20;1;16;755;1
038272;AUDIF LELISU BT LS519 ROSADO;19;10;0;14;756;1
031854;AUDIF P47 DI VERDE;19;23;4;13;757;1
03875;AUDIF SONY BT WF 805ANC BLANCO;19;19;0;15;758;1
039271;AUDIF SONY DI XB-57 SILVER;19;0;0;16;759;1
050806;AUTO HOLDER LDNIO MG13 NEGRO;19;50;31;8;760;1
04334;PARL BT E8805;19;20;1;14;761;1
04285;PARL CHARGE 5 AZUL;19;32;6;17;762;1
043172;PARL CHARGE MINI 3 AZUL;19;0;0;13;763;1
04314;PARL KIMISO QS-4609;19;0;0;14;764;1
040122;PARL LDNIO WIRELESS BTS12 GRIS;19;30;12;14;765;1
04398;PARL LIDIMI LD 706 AZUL;19;22;3;15;766;1
049471;SMARTWATCH LDNIO DAMA SW03 ROJO;19;20;1;17;767;1
03648;AUDIF ANSTY ML E065 TIPO C;18;200;182;2;768;1
03853;AUDIF ECCO DI EC-T22 NEGRO;18;12;0;12;769;1
03829;AUDIF LELISU DI AUX LS-252 BEIGE;18;20;1;12;770;1
038402;AUDIF SAMSUNG BT BUDS2 PRO LILA;18;21;3;12;771;1
07099;CAM LIVIN WIFI 2 ANT JW1020S;18;0;0;12;772;1
055021;CARG AUTO VIAKING BT 3.1A MP3 CAR CHARGE;18;0;0;3;773;1
07701;CONTROL DOUBLESHOCK WIRELESS PS4 AZUL;18;0;1;14;774;1
072011;MOUSE GENIUS NX 7009 NEGRO;18;20;0;9;775;1
043722;PARL BOMBOX P172 CAMUFLAGE;18;32;14;8;776;1
04345;"PARL KIMISO QS-2215 1200W 2x8""";18;18;0;14;777;1
049491;SMARTWATCH LDNIO SW04 NEGRO;18;26;5;17;778;1
024113;ADAP LDNIO HUB DS-64C 4 EN 1 TC;17;50;33;8;779;1
038372;AUDIF CAPIBARA BT + RELOJ ROSADO;17;17;0;15;780;1
038421;AUDIF JBL BT K83 BLANCO;17;16;0;14;781;1
03840;AUDIF SAMSUNG BT BUDS2 PRO BLANCO;17;17;0;12;782;1
05276;CARG LDNIO 30W A2527C TC A IOS;17;20;3;5;783;1
99006;CORDONES DE ID PROMO;17;0;220;13;784;1
050903;CORTAPICO LDNIO SU8440 3USB 1PD 8 TOMAS;17;0;0;14;785;1
07186;MOUSE QUASAD QM-610 WIRL NEGRO;17;160;143;8;786;1
07253;MOUSE YELANDAR INALAM ERGON BW100;17;30;13;9;787;1
043711;PARL P PRO 16 BEIGE;17;18;4;14;788;1
04947;SMARTWATCH LDNIO DAMA SW03 GRIS;17;21;4;17;789;1
07116;TECL QUASAD QC2500i COMBO BLACK;17;20;3;9;790;1
99009;AFICHES PLASTICOS PROMO;16;0;0;11;791;1
036471;AUDIF ANSTY ML E002 NEGRO;16;100;84;4;792;1
03844;AUDIF JBL BT BUDS AIR2 BLANCO;16;16;0;15;793;1
038711;AUDIF JBL DI TUNE 360 BEIGE;16;16;0;12;794;1
03927;AUDIF SONY XB-57 NEGRO;16;0;1;13;795;1
02117;CABLE HDMI 10 Mts;16;30;14;10;796;1
050887;CARG LDNIO LAMPARA LED Y3 INALAMBRICO;16;0;0;11;797;1
09015;FUENTE DE PODER ALTEK MINI ITX900W;16;16;0;11;798;1
04320;PARL HONGFU HF-626 5P X2;16;0;3;14;799;1
043612;PARL SOONBOX + MICROF S66 ROJO;16;27;12;16;800;1
049681;RELOJ SMART ZQ ULTRA 2 NARANJA;16;0;1;10;801;1
07301;ROUTER MERCUSYS INALAM MW302R 2 ANT.;16;12;0;10;802;1
07311;ROUTER TP-LINK AC1200 DOBLE BANDA C50;16;16;0;11;803;1
049731;SMARTWATCH ROCK 001 13 EN 1 GRIS;16;25;9;15;804;1
03216;AUDIF JBL B-RA16;15;0;0;2;805;1
03842;AUDIF JBL BT K83 AZUL;15;15;0;8;806;1
03841;AUDIF JBL BT QZ11 AZUL;15;15;0;13;807;1
038411;AUDIF JBL BT QZ11 BLANCO;15;15;0;12;808;1
038551;AUDIF JBL DI TUNE 510 ROJO;15;15;0;13;809;1
038553;AUDIF JBL DI TUNE 510 ROSADO;15;15;0;15;810;1
03212;AUDIF SONY B-RA14;15;0;4;2;811;1
050807;AUTO HOLDER LDNIO MG08;15;15;0;3;812;1
07098;CAM LIVIN WI FI 1080P JW3120S;15;8;1;12;813;1
077002;CONTROL DSH WLS PS3 ROJA;15;25;10;9;814;1
010561;DDS WESTERN DIGITAL 1TB;15;14;0;14;815;1
07251;MOUSE EARLDOM ERGO KM4;15;30;15;8;816;1
050117;POWER BANK LDNIO PQ16 10000 mAh;15;24;9;8;817;1
05885;POWER BANK LDNIO PQ25 10000 22.5W;15;32;8;13;818;1
04971;SMARTWATCH D99 PLUS DORADO;15;16;1;14;819;1
049701;SMARTWATCH LAXASFIT + GAFAS 6C NEGRO;15;15;0;13;820;1
04973;SMARTWATCH ROCK 001 13 EN 1 NEGRO;15;25;10;15;821;1
03147;AUDIF INPODS AMARILLO;14;20;9;11;822;1
038431;AUDIF JBL BT TUNE 804 LILA;14;14;0;13;823;1
038803;AUDIF JBL DI TOUR ONE M4 NEGRO;14;40;26;12;824;1
038341;AUDIF LELISU DI LS-231 AZUL;14;15;1;12;825;1
030033;AUDIF SPORT YK800 DORADO;14;0;0;8;826;1
02064;CABLE LDNIO LS592 CORDON 2M V8;14;0;0;3;827;1
070630;CAM MERCUSYS C510 WIFI 2K 360GR;14;15;1;6;828;1
05686;CARG ANSTY 22.5W Q049 TIPO C;14;200;185;6;829;1
05190;CARG LDNIO A1508C TC A C;14;50;50;3;830;1
990081;EXHIBIDOR LDNIO PEQUEÑO;14;17;23;14;831;1
01100;FLASH EXODIA K 3,2 256GB;14;11;0;10;832;1
090124;"MAQUINA RICH 13"" CUP 3 RODILLOS";14;14;0;14;833;1
04013;PARL BT 6201/6203 + APP CONTROL;14;14;0;14;834;1
042661;PARL CS-8803 8PULG X2;14;14;0;12;835;1
043104;PARL JC 600 LILA;14;14;0;9;836;1
043103;PARL JC 600 PLOMO;14;14;0;7;837;1
04347;"PARL KOLAV XH2801 2080W 8""x2";14;12;0;13;838;1
049712;SMARTWATCH D99 PLUS NEGRO;14;16;2;13;839;1
049713;SMARTWATCH D99 PLUS ROSADO;14;19;5;13;840;1
04970;SMARTWATCH LAXASFIT + GAFAS 6C GRIS;14;15;1;11;841;1
049451;SMARTWATCH LDNIO SW01 GRIS;14;17;4;13;842;1
038523;AUDIF ECCO DI EC-T21 ROSADO;13;13;1;12;843;1
039031;AUDIF JBL BT K80 NARANJA;13;16;3;11;844;1
03823;AUDIF LDNIO NECK N02 BLANCO;13;21;8;12;845;1
038052;AUDIF LIVIN BT ZS-360 ROSADO;13;6;0;9;846;1
033504;AUDIF MDR-XB960BT DI AZUL;13;5;0;12;847;1
02158;CABLE EARLDOM AUX 80 1M TC Y IP;13;100;87;5;848;1
070626;CAM TP-LINK TAPO C320WS;13;16;3;11;849;1
01070;FLASH MEMORY ECCO OTG + TIPO C 16GB;13;0;0;5;850;1
04394;"PARL CAFINI CN S6706 4""";13;13;0;8;851;1
04402;"PARL LINY XY S6736 4""";13;41;28;9;852;1
04948;SMARTWATCH LDNIO SW05 BLANCO;13;16;4;12;853;1
07352;SWITCH TP LINK LS1008 8 POR;13;11;0;7;854;1
032491;AUDIF CAPIBARA BT TWS004;12;12;0;8;855;1
03843;AUDIF JBL BT TUNE 804 BLANCO;12;12;0;11;856;1
03870;AUDIF JBL DI TUNE H6 BEIGE;12;12;0;10;857;1
03249;AUDIF LABUBU BT TWS003;12;12;1;8;858;1
038391;AUDIF SAMSUNG BT K93 ROSADO;12;12;1;9;859;1
039092;AUDIF SAMSUNG BT TWS A1 NEGRO;12;22;12;8;860;1
039122;AUDIF SONY DI -1000XM20 NEGRO;12;50;38;9;861;1
051321;CARG LDNIO 100W ESCRIT A4809C;12;13;1;9;862;1
05291;CARG LDNIO 25W AW005 RELOJ 5V;12;12;0;4;863;1
077014;CONTROL DSH WLS PS4 DISEÑO GRIS;12;15;3;11;864;1
09016;FUENTE DE PODER ALTEK ATX 900W 24P;12;60;48;5;865;1
04395;PARL CAFINI CN 6714;12;25;13;10;866;1
043171;PARL CHARGE MINI 3 ROJO;12;0;0;9;867;1
04403;PARL GREATNICE GTS-1797;12;49;37;7;868;1
04348;PARL KIMISO QS-3629 2000W;12;12;2;5;869;1
043011;PARL KIMISO QS-612 ROJO;12;0;0;12;870;1
043751;PARL LIDIMI LD 875 AZUL;12;12;0;10;871;1
04400;PARL LIDIMI LD S12019 AZUL;12;12;0;10;872;1
04289;PARL QS6802;12;12;0;10;873;1
04286;PARL SZ-8333 8800W 8.5P;12;12;0;10;874;1
050883;POWER BANK LDNIO PQ30 30000 mAh;12;15;0;8;875;1
049761;SMARTWATCH DP9 ROJO;12;13;1;11;876;1
049752;SMARTWATCH GF68 GRIS;12;12;1;11;877;1
036041;AUDIF AIRMAX DI ROJO;11;10;1;11;878;1
038533;AUDIF DIAD ECCO EC-T22 GRIS;11;0;1;7;879;1
039011;AUDIF JBL BT MINI 5S NEGRO;11;11;0;8;880;1
03908;AUDIF JBL BT TWS U53 BLANCO;11;11;0;9;881;1
03915;AUDIF JBL DI TUNE A16 NEGRO;11;60;49;8;882;1
039142;AUDIF JBL DI TUNE A666 NEGRO;11;52;41;11;883;1
03879;AUDIF LDNIO DI H01 NEGRO;11;30;19;9;884;1
038331;AUDIF LELISU DI LS-257 BLANCO;11;10;0;10;885;1
038333;AUDIF LELISU DI LS-257 CELESTE;11;24;1;11;886;1
038392;AUDIF SAMSUNG BT K93 BLANCO;11;11;0;9;887;1
07130;CAM 360 2 CAMARAS C VERDE;11;13;2;9;888;1
070624;CAM TP-LINK TAPO C510W;11;11;0;9;889;1
05811;CARG LDNIO 20W Q229 TURBO iOS;11;10;0;3;890;1
077003;CONTROL DSH WLS PS3 BLANCA;11;15;4;5;891;1
04389;"PARL CAFINI CN S6003AC W 8""";11;19;8;11;892;1
043102;PARL JC 600 AZUL;11;10;0;8;893;1
043012;PARL KIMISIO QS-612 BLANCO;11;0;0;11;894;1
04311;PARL KIMISO QS-2214;11;0;0;10;895;1
04230;PARL KIMISO QS-4611;11;0;0;9;896;1
04301;PARL KIMISO QS-612 NEGRO;11;0;0;11;897;1
07315;ROUTER MERCUSYS AX1500 MR62X 4 ANT;11;11;0;10;898;1
049763;SMARTWATCH DP9 GRIS;11;12;0;10;899;1
049751;SMARTWATCH GF68 AZUL;11;11;0;8;900;1
04949;SMARTWATCH LDNIO SW04 GRIS;11;13;5;10;901;1
049732;SMARTWATCH ROCK 001 13 EN 1 NARANJA;11;20;10;10;902;1
07350;SWITCH MERCUSYS ESCRITORIO 5 POR;11;11;0;9;903;1
024110;ADAPT LDNIO HUB DS-25H 5 EN 1 HDMI C USB;10;10;0;6;904;1
03830;AUDIF BT LIVIN E18 BEIGE;10;10;0;6;905;1
03825;AUDIF CAFINI A7707 ROSADO;10;10;0;7;906;1
038251;AUDIF CAFINI A7707 VERDE;10;10;0;9;907;1
038253;AUDIF CAFINI BT A7707 BLANCO;10;10;0;7;908;1
038252;AUDIF CAFINI BT A7707 CELESTE;10;10;0;8;909;1
038532;AUDIF DIAD ECCO EC-T22 VERDE;10;7;0;9;910;1
038552;AUDIF JBL DI TUNE 510 AZUL;10;10;0;9;911;1
038554;AUDIF JBL DI TUNE 510 BLANCO;10;10;0;10;912;1
03855;AUDIF JBL DI TUNE 510 NEGRO;10;10;0;7;913;1
039041;AUDIF SONY BT WF 806ANC LILA;10;10;0;8;914;1
051221;AUTO HOLDER LDNIO 15W MA23 NEGRO;10;10;0;2;915;1
02119;CABLE LDNIO LS891 25W TIPO C;10;0;0;1;916;1
07131;CAM 360 3 CAMARAS C LILA;10;15;5;9;917;1
05286;CARG LDNIO 65W Q4 C A C NEGRO;10;10;0;5;918;1
05279;CARG LDNIO Q2617 65W TC A C;10;10;0;3;919;1
077015;CONTROL DSH WLS PS4 DISEÑO ROJO;10;10;0;9;920;1
090122;IMPRESORA RICH;10;8;4;10;921;1
070811;MOUSE MICRO GENIUS TRAV PLATA;10;10;0;9;922;1
07081;MOUSE MICRO GENIUS TRAV RUBY;10;10;0;9;923;1
043724;PARL BOMBOX P172 LILA;10;10;0;9;924;1
04385;PARL CAFINI CN S6626 AC;10;13;3;9;925;1
04341;"PARL DPUS 8800W SZ-8336 8""";10;8;0;9;926;1
04306;PARL HONGFU HF-3303;10;0;4;8;927;1
040121;PARL LDNIO WIRELESS BTS12 NEGRO;10;15;5;9;928;1
04377;PARL P PRO 9 NEGRO;10;20;8;8;929;1
04344;PARL QL-8302;10;8;0;9;930;1
050882;POWER BANK LDNIO P10 10000 MAH;10;10;0;8;931;1
04950;RELOJ C39 ULTRA NEGRO;10;0;1;8;932;1
09037;SKIN DE DISEÑO ALTO RELIEVE - TABLET;10;0;0;1;933;1
07351;SWITCH MERCUSYS ESCRITORIO 8 POR;10;12;0;7;934;1
07009;TECL QUASAD QK480U PLANO;10;0;0;7;935;1
07300;ADAPTADOR TP-LINK INALAMBRICO WN821N;9;0;0;5;936;1
036043;AUDIF AIRMAX DI VERDE;9;0;0;8;937;1
038531;AUDIF DIAD ECCO EC-T22 BEIGE;9;7;0;8;938;1
03274;AUDIF ECCO DI E35 CAFE;9;10;1;8;939;1
03881;AUDIF JBL BT TWS BT36 BLANCO;9;10;1;7;940;1
039081;AUDIF JBL BT TWS U53 NEGRO;9;9;0;7;941;1
038332;AUDIF LELISU DI LS-257 ROSADO;9;10;2;9;942;1
039042;AUDIF SONY BT WF 806ANC NEGRO;9;30;21;6;943;1
03900;AUDIF SONY DI WH-XM65 NEGRO;9;30;21;7;944;1
03804;AUDIF WIRELESS GAMING YS-511;9;0;0;7;945;1
05505;AUTO CAR 2 P USB 1 TIPO C 4800mAx;9;0;0;3;946;1
06018;BATERIA J1 ACE;9;0;11;2;947;1
02191;CABLE LDNIO LC-97U 100W 3 EN 1;9;30;21;3;948;1
043701;PARL BOMBOX 905 AZUL;9;9;0;8;949;1
04302;PARL BT OUTDOOR KARAOKE GY-807;9;0;0;6;950;1
043504;PARL KIMISO MINI M5 VERDE CL;9;10;0;9;951;1
04309;PARL KIMISO QS-4001;9;0;0;7;952;1
04405;PARL LINY XY-6362 NEGRO;9;45;36;6;953;1
043714;PARL P PRO 16 ROJO;9;9;0;9;954;1
0409833;PARL PRO KMS-M12 CAMUFLAJE;9;0;0;7;955;1
04235;PARLANTE KIMISIO QS-222;9;0;0;7;956;1
049501;RELOJ C39 ULTRA BLANCO;9;0;0;7;957;1
049421;RELOJ SMART HK9 PRO BEIGE;9;19;11;8;958;1
049711;SMARTWATCH D99 PLUS PLATA;9;9;0;7;959;1
049741;SMARTWATCH KW900 AZUL;9;9;0;8;960;1
07563;TECL WIRELES PLEGABLE B023 BLANCO;9;0;0;9;961;1
07564;TECL WIRELES PLEGABLE B023 NEGRO;9;0;0;6;962;1
031081;AUDIF AIRPODS PRO 3RA GEN PANT;8;0;2;5;963;1
03364;AUDIF GAMER AKZ DI 020 AZUL;8;1;3;7;964;1
03366;AUDIF GAMER AKZ DI 022 ROSADO;8;1;4;7;965;1
038481;AUDIF RAINBOW BT TWS28 CELESTE;8;8;0;7;966;1
03845;AUDIF SE ONE BT BLANCO;8;8;0;6;967;1
03926;AUDIF SONY WH1000XM4 NEGRO;8;0;0;4;968;1
050741;AUTO HOLDER LDNIO 15W MA02;8;14;4;6;969;1
05278;CARG LDNIO 140W A6140C USB/TC;8;7;0;5;970;1
050886;CARG LDNIO 15W WL02 INAL TIPO C;8;0;0;6;971;1
090071;FUENTE DE PODER QUASAD MINI 850W;8;8;0;5;972;1
043991;PARL BOOM MS290 NEGRO;8;30;22;7;973;1
04387;"PARL CAFINI CN S11003AC W 8""";8;19;11;8;974;1
04380;PARL KIMISO QS-2211;8;8;0;5;975;1
04346;"PARL KIMISO QS-227 3000W 2x8""";8;8;0;8;976;1
04396;PARL LIDIMI LD 878 AZUL;8;8;0;8;977;1
050118;POWER BANK LDNIO PQ17 10000 mAh;8;15;7;6;978;1
050889;POWER BANK LDNIO PQ27 20000 mAh;8;12;6;3;979;1
07320;ROUTER TP-LINK AX1500 ARCHER AX12;8;17;9;8;980;1
049762;SMARTWATCH DP9 AZUL;8;8;0;7;981;1
049742;SMARTWATCH KW900 GRIS;8;8;0;8;982;1
07562;TECL WIRELES PLEGABLE B023 ROSADO;8;0;0;8;983;1
032722;AUDIF ECCO DI EC-237 GRIS;7;7;0;3;984;1
032723;AUDIF ECCO DI EC-237 VERDE;7;8;1;3;985;1
03932;AUDIF GAMER KRMG 2000;7;8;1;7;986;1
03934;AUDIF GAMER KRMG 9000;7;8;1;6;987;1
039071;AUDIF JBL BT TWS U39 BLANCO;7;31;24;7;988;1
03907;AUDIF JBL BT TWS U39 NEGRO;7;23;16;6;989;1
03880;AUDIF JBL DI TOUR ONE M4 AZUL;7;8;1;7;990;1
03914;AUDIF JBL DI TUNE A666 AZUL;7;21;14;7;991;1
03909;AUDIF SAMSUNG BT TWS A1 BLANCO;7;11;4;6;992;1
03904;AUDIF SONY BT WF 806ANC BLANCO;7;10;3;7;993;1
03720;AUDIFONO BT YS-9957;7;0;0;6;994;1
07047;CAM GENIUS Q6000 HD;7;4;3;5;995;1
010631;FLASH MEMORY SANDISK UL FIT 64 GB;7;7;0;2;996;1
04129;PARL BOCINA NSM-068 LUCES;7;0;1;7;997;1
04399;PARL BOOM MS290 AZUL;7;18;11;7;998;1
04303;PARL BT OUTDOOR KARAOKE GY-808;7;0;2;7;999;1
04386;"PARL CAFINI CN S6731AC 8""";7;19;12;7;1000;1
042853;PARL CHARGE 5 PLOMO;7;32;8;7;1001;1
07606;PARL JEDEL CPU S-576 x2;7;100;93;3;1002;1
04404;PARL LINY XY-6361 NEGRO;7;101;94;5;1003;1
04408;"PARL ZQS-2801 SING-E 8""x2";7;20;13;4;1004;1
04299;PARL ZQS-8312 SING-E;7;6;0;4;1005;1
050116;POWER BANK LDNIO PQ18 20000 mAh;7;12;5;4;1006;1
05890;POWER BANK LDNIO PQ24 20000 mAh;7;8;0;5;1007;1
07316;ROUTER MERCUSYS AC1200 MR30G 4 ANT;7;10;3;5;1008;1
07561;TECL MECANICO JEDEL KL89;7;0;0;5;1009;1
080052;TINTA EPSON 504 JUEGO X 4 ORIG;7;10;3;4;1010;1
03873;AUDIF AVENGERS BT BLANCO;6;6;0;5;1011;1
03363;AUDIF GAMER AKZ DI 020 ROJO;6;1;1;5;1012;1
03365;AUDIF GAMER AKZ DI 022 GRIS;6;1;8;5;1013;1
03367;AUDIF GAMER AKZ DI 022 VERDE;6;0;4;5;1014;1
03833;AUDIF LELISU DI LS-257 VERDE;6;6;1;6;1015;1
03848;AUDIF RAINBOW BT TWS28 ROSADO;6;6;0;5;1016;1
038482;AUDIF RAINBOW BT TWS28 VERDE;6;6;0;5;1017;1
03912;AUDIF SONY DI -1000XM20 AZUL;6;15;9;5;1018;1
99018;BANNER PEQ RICH;6;33;27;6;1019;1
02069;CABLE AUXILIAR ECONOMICO 1M;6;0;1;1;1020;1
02100;CABLE LDNIO LS651 1M V8;6;0;0;2;1021;1
05360;CARG LDNIO 30W Q2319 TC A C;6;20;14;4;1022;1
07354;"ESTUCHE LDNIO PARA LAPTOP 13"" A 16""";6;7;1;1;1023;1
073021;EXTEN TP-LINK WI-FI EN MALLA AC1200 300;6;12;7;6;1024;1
01006;MICRO SD KINGSTON 100 MB/S 512GB;6;6;0;6;1025;1
07182;MOUSE GENIUS ECO8150 OP WIR RECAR NEGRO;6;6;0;4;1026;1
07184;MOUSE GENIUS ECO8150 OP WIR RECAR ROJO;6;6;0;4;1027;1
070732;MOUSE GENIUS ERGO 8250S NEGRO/DORADO;6;6;0;5;1028;1
070731;MOUSE GENIUS ERGO 8250S NEGRO/PLATA;6;6;0;4;1029;1
07188;MOUSE QUASAD WIRL QME-V10 GRIS;6;6;0;4;1030;1
043173;PARL CHARGE MINI 3 VERDE;6;0;0;3;1031;1
04305;PARL HONGFU HF-3301;6;0;1;5;1032;1
043100;PARL JC 600 NEGRO;6;8;0;4;1033;1
043773;PARL P PRO 9 ROJO;6;10;4;6;1034;1
050881;POWER BANK LDNIO PQ12 10000 MAGNETIC;6;9;3;2;1035;1
07305;ROUTER TP-LINK DOBLE BANDA AC750 4 ANT.;6;3;0;3;1036;1
049753;SMARTWATCH GF68 NARANJA;6;6;0;5;1037;1
070122;TECL NUMERICO 125 TIPO C;6;6;0;4;1038;1
038731;AUDIF AVENGERS BT ROJO;5;5;0;4;1039;1
03360;AUDIF GAMER AKZ DI 020 GRIS;5;1;1;4;1040;1
03361;AUDIF GAMER AKZ DI 020 VERDE;5;0;0;4;1041;1
03906;AUDIF JBL BT MG 831 AZUL;5;5;0;4;1042;1
039061;AUDIF JBL BT MG 831 BLANCO;5;15;10;4;1043;1
038802;AUDIF JBL DI TOUR ONE M4 BLANCO;5;5;0;5;1044;1
038342;AUDIF LELISU DI LS-231 VERDE;5;5;0;5;1045;1
033502;AUDIF MDR-XB960BT DI VERDE;5;5;0;4;1046;1
039051;AUDIF SAMSUNG DI LEVEL S32 NEGRO;5;13;8;5;1047;1
030091;AUDIFONO MDR-XB450 BLANCO;5;0;0;4;1048;1
02304;CABLE ECCO EC-30M CORDON 1M V8;5;0;0;2;1049;1
05361;CARG LDNIO 30W Q2319 TC A IP;5;10;5;3;1050;1
05131;CARG LDNIO 32W A3513Q 2USB 3.0 V8;5;0;0;1;1051;1
05363;CARG LDNIO 45W Q2420 TC A IP;5;10;5;3;1052;1
05132;CARG LDNIO ESCRITORIO 65W A4808Q;5;8;3;1;1053;1
077013;CONTROL DSH WLS PS4 DISEÑO BLANCO;5;5;0;3;1054;1
010271;FLASH MEMORY SANDISK 128GB;5;5;0;3;1055;1
09101;LAPIZ PARA LAMINAS RICH;5;0;1;4;1056;1
08038;LIQUIDO LIMPIEZA CABEZAL IMPRESORA;5;5;0;5;1057;1
04132;PARL ECCO BT9 ROJO FM+USB;5;0;0;3;1058;1
04133;PARL ECCO BT9 VERDE FM+USB;5;0;0;2;1059;1
04381;"PARL GEDI-G GD1416 10""";5;6;3;4;1060;1
043401;"PARL SING-E 6000mAh ZQS8309 8""";5;0;1;4;1061;1
04333;PARL STRIP LIGHT NDR822;5;6;0;5;1062;1
049743;SMARTWATCH KW900 NARANJA;5;5;0;4;1063;1
07353;SWITCH TP LINK LS1005 5 POR;5;5;0;3;1064;1
075011;VENTILADOR LAPTOP HURRICANE-4 NCP-784;5;0;0;4;1065;1
032381;AUDIF BT DAMIX M25;4;0;7;2;1066;1
039251;AUDIF JBL DI J32 BEIGE;4;3;0;3;1067;1
038801;AUDIF JBL DI TOUR ONE M4 BEIGE;4;7;3;4;1068;1
038911;AUDIF LDNIO BT T11 NEGRO;4;19;15;2;1069;1
03878;AUDIF LDNIO DI H01 BLANCO;4;10;6;4;1070;1
039021;AUDIF SAMSUNG BT GALAXI BUDS3 NEGRO;4;20;16;2;1071;1
030112;AUDIF VIAKING MACARON MINI BT VBT17 NEGR;4;0;0;1;1072;1
032614;AUDIFONO ECCO BT11 LILA;4;0;0;3;1073;1
032612;AUDIFONO ECCO BT11 ROSADO;4;0;1;3;1074;1
03191;AUDIFONOS REDMI AIRDOTSPRO ROJO;4;0;0;1;1075;1
02150;CABLE AUXIL LDNIO LS-Y01 CORDON 1M;4;0;0;1;1076;1
07048;CAM GENIUS FACE 1000X V2;4;0;0;4;1077;1
070629;CAM TP-LINK TAPO C246 DUAL LENTS;4;6;2;4;1078;1
070625;CAM TP-LINK TAPO C520WS;4;4;0;3;1079;1
01043;DDS KINGSTON A400 960GB;4;3;0;2;1080;1
010651;ENCLOSURE ARGOM AC-1038 M.2 USB TC;4;4;0;3;1081;1
99004;ENVIO;4;0;9999929;4;1082;1
99005;GORRAS PROMO;4;0;24;4;1083;1
03504;MICROF EARLDOM MC3C USB-C;4;2;0;3;1084;1
07039;MOUSE JEDEL CP72;4;0;0;1;1085;1
04406;PARL CAFINI CN-Z5963 NEGRO;4;51;47;4;1086;1
04342;"PARL GY-8818G 8.5""x3";4;4;1;3;1087;1
043771;PARL P PRO 9 AZUL;4;20;16;4;1088;1
