code;name;ventas_cantidad;ingresos_cantidad;stock_actual;movimientos_venta;display_order_sugerido;visible_sugerido
04343;"PARL SING-E 18000W ZQS8313 8""x3";4;4;1;3;1089;1
04976;SMARTWATCH DP9 NEGRO;4;4;0;3;1090;1
077501;TECL GENIUS SLIMSTART 7250BT;4;7;6;3;1091;1
071221;TECL JEDEL + MOUSE GK106 BLANCO;4;20;16;3;1092;1
070492;TECL JEDEL GAMING K505;4;25;21;2;1093;1
070402;TECL JEDEL RETROILU K510;4;20;16;3;1094;1
07117;TECL LOGITECH K120 NEGRO;4;20;16;4;1095;1
07096;TECLADO GENIUS SLIMSTAR 126 WIRED MULTIM;4;0;0;1;1096;1
032032;AUDIF BT TWS M9 BLANCO;3;0;1;2;1097;1
03250;AUDIF ECCO ML EC-S8;3;22;18;1;1098;1
03251;AUDIF ECCO ML MI-08 TIPO C;3;0;0;2;1099;1
03933;AUDIF GAMER KRMG 6000;3;8;5;3;1100;1
039062;AUDIF JBL BT MG 831 NEGRO;3;3;0;3;1101;1
039141;AUDIF JBL DI TUNE A666 BLANCO;3;28;25;3;1102;1
039143;AUDIF JBL DI TUNE A666 ROJO;3;19;16;3;1103;1
03134;AUDIF REALME DI LY-021 NEGRO;3;0;0;2;1104;1
03902;AUDIF SAMSUNG BT GALAXI BUDS3 BLANCO;3;10;7;1;1105;1
039091;AUDIF SAMSUNG BT TWS A1 NARANJA;3;3;0;1;1106;1
039121;AUDIF SONY DI -1000XM20 BEIGE;3;15;12;3;1107;1
036020;AUDIF SONY DI WH-CHT580 AZUL;3;0;0;3;1108;1
0360202;AUDIF SONY WH-CHT580 BLANCO;3;0;0;3;1109;1
039261;AUDIF SONY WH1000XM4 BEIGE;3;0;0;2;1110;1
02036;CABLE LDNIO AUX LS-Y02 PVC 1M;3;0;0;2;1111;1
99002;CAMISETA PROMO;3;0;2;3;1112;1
052101;CARG 120W USB A TIPO C;3;0;0;2;1113;1
050002;CARG LDNIO 18W A1306Q 3.0 IOS;3;0;0;1;1114;1
05083;CARG NOVA 2.0 AMP TIPO C;3;0;2;1;1115;1
01049;DDS KINGSTON M2 500GB;3;3;0;3;1116;1
99017;EXHIBIDOR ANSTY GRANDE;3;5;1;3;1117;1
073022;EXTEN TP-LINK WI-FI MESH AC750 300MBPS;3;2;0;3;1118;1
03503;MICROF MINI EARLDOM USB-C E39;3;0;0;2;1119;1
03502;MICROFONO MINI EARLDOM 3.5mm E38;3;0;0;1;1120;1
07211;MOUSE JEDEL WIRELESS WD100;3;0;3;2;1121;1
043992;PARL BOOM MS290 ROJO;3;11;8;3;1122;1
040981;PARL BT MS-1753;3;0;1;2;1123;1
043101;PARL JC 600 ROJO;3;2;0;3;1124;1
04401;"PARL LINY XY S6726 4""";3;25;22;2;1125;1
04223;PARL MS-2229 BT NEGRO;3;0;-1;3;1126;1
043772;PARL P PRO 9 BEIGE;3;10;7;3;1127;1
043774;PARL P PRO 9 CAMUFLAJE;3;15;12;3;1128;1
04409;"PARL QL 1529 15""x1";3;8;5;1;1129;1
07303;ROUTER MERCUSYS 300MBPS MW305R;3;0;1;2;1130;1
049764;SMARTWATCH DP9 VERDE;3;3;0;3;1131;1
075502;TECLADO DE TABLET JB330 BLANCO;3;0;0;2;1132;1
07566;TECLADO Y MOUSE KIT INALAMBRICO NEGRO;3;0;0;2;1133;1
038524;AUDIF DIAD ECCO EC-T21 AZUL;2;2;0;2;1134;1
03362;AUDIF GAMER AKZ 020 NEGRO;2;0;0;1;1135;1
03891;AUDIF LDNIO BT T11 BEIGE;2;17;15;1;1136;1
03839;AUDIF SAMSUNG BT K93 AZUL;2;2;0;2;1137;1
039301;AUDIF SONY DI XB-D90 ROSADO;2;0;0;2;1138;1
03930;AUDIF SONY DI XB-D90 VERDE;2;0;0;2;1139;1
02306;CABLE ECCO EC-30C CORDON 1M TIPO C;2;0;0;1;1140;1
02305;CABLE ECCO EC-30L CORDON 1M IOS;2;3;7;2;1141;1
020931;CABLE LDNIO LC611C TIPO C A TIPO C;2;0;0;1;1142;1
02093;CABLE LDNIO LS611 1M TIPO C;2;0;0;1;1143;1
09107;CALIBRADOR RICH;2;0;3;2;1144;1
05290;CARG LDNIO 120W Q605 ESCRI USB Y C;2;6;4;2;1145;1
05400;CARG MI 67W GAN TC A TC;2;0;0;1;1146;1
05023;CARG NOVA 2.0 AMP V8;2;0;3;1;1147;1
09109;CARGADOR MAQUINA RICH;2;4;2;2;1148;1
01050;DDS KINGSTON M2 1TB;2;2;0;2;1149;1
99019;EXHIBIDOR ANSTY PEQUEÑO;2;6;4;2;1150;1
090081;EXHIBIDOR LDNIO PEQUEÑO;2;0;0;2;1151;1
99010;FUNDA DE PAPEL LDNIO REGALO;2;0;28;2;1152;1
09012;MAQUINA DE LAMINAS DE HYDROGEL RICH;2;0;0;2;1153;1
07102;MOUSE BT 3100;2;0;0;1;1154;1
07252;MOUSE EARLDOM INALAM KM7;2;30;28;2;1155;1
07400;MOUSE ERGONOMIC NEGRO CON CABLE;2;0;0;2;1156;1
04131;PARL ECCO BT9 AZUL FM+USB;2;0;0;2;1157;1
044202;PARL ECHO 5TA GEN ALEXA NEGRO;2;6;4;1;1158;1
04310;PARL GY-8809G 6000W;2;0;0;2;1159;1
07097;TECL GENIUS KM8101 + MOUSE OPT;2;0;0;2;1160;1
034041;AUDIF EARLDOM ML ET-BH67;1;10;9;1;1161;1
03012;AUDIF IPH ACRI ML T ECONO;1;0;0;1;1162;1
03905;AUDIF SAMSUNG DI LEVEL S32 BLANCO;1;1;0;1;1163;1
039303;AUDIF SONY DI XB-D90 LILA;1;0;0;1;1164;1
039302;AUDIF SONY DI XB-D90 NEGRO;1;0;1;1;1165;1
03602;AUDIF SONY WH-CHT580 NEGRO;1;0;0;1;1166;1
039262;AUDIF SONY WH1000XM4 AZUL;1;0;0;1;1167;1
03700;AUDIF SUMIPLUS BT AY-X2 NEGRO;1;0;7;1;1168;1
039104;AUDIFONO BT P2961 CELESTE;1;0;0;1;1169;1
03252;AUDIFONO BT QYS-01 VERDE;1;0;0;1;1170;1
032531;AUDIFONO BT QYS-02 NEGRO;1;0;0;1;1171;1
03192;AUDIFONOS REDMI AIRDOTSPRO AZUL;1;0;13;1;1172;1
020100;CABLE LDNIO LC811C TIPO C A C;1;0;49;1;1173;1
02061;CABLE LDNIO LS591 CORDON 1M V8;1;0;0;1;1174;1
02065;CABLE LDNIO LS592 CORDON 2M TIPO C;1;0;0;1;1175;1
022311;CABLE LDNIO LS692 30W TIPO C;1;30;29;1;1176;1
05194;CARG IPHONE 14 PRO 50W TC A IOS;1;0;3;1;1177;1
050003;CARG LDNIO 18W A1306Q 3.0 TIPO C;1;0;8;1;1178;1
05200;CARG MI 67W MAX TIPO C;1;0;0;1;1179;1
05209;CARG MI CHARGER KIT 33W TIPO C;1;0;0;1;1180;1
098021;CARGADOR LDNIO A2405 Q 30W V8;1;0;0;1;1181;1
05261;CARGADOR REDMI 67W TC;1;0;0;1;1182;1
056212;CUBO ECCO 12W EC-12 USB;1;0;1;1;1183;1
01080;FLASH MEMORY ECCO 128GB;1;100;0;1;1184;1
990010;FUNDA NAVIDEÑA 1;1;0;285;1;1185;1
01002;MICRO SD KINGSTON 100 MB/S 32GB;1;0;0;1;1186;1
07183;MOUSE GENIUS ECO8150 OP WIR RECAR GRIS;1;1;0;1;1187;1
07084;MOUSE JEDEL WIRELESS W120;1;0;2;1;1188;1
07083;MOUSE JEDEL WIRELESS W690;1;0;0;1;1189;1
040982;PARL BT MS-1751;1;0;0;1;1190;1
04304;PARL BT OUTDOOR KARAOKE GY-809;1;0;0;1;1191;1
04392;PARL CAFINI CN S6784;1;1;0;1;1192;1
04393;"PARL CAFINI CN S6785 4""";1;2;1;1;1193;1
07607;PARL JEDEL CPU S-578x2;1;50;49;1;1194;1
04270;PARL MS-2019/2020 BT;1;0;0;1;1195;1
04291;PARL MS-3631 BT;1;0;0;1;1196;1
0409834;PARL PRO KMS-M12 PLOMO;1;0;0;1;1197;1
042843;PARL WIND3 PLOMO;1;0;0;1;1198;1
09034;REGULADOR QUASAD QUSB-648BK 4 TOMAS;1;0;0;1;1199;1
04966;RELOJ i30 +AIRPODS + 7 CORREAS;1;0;0;1;1200;1
04932;RELOJ SMART BAND M8 VERDE;1;0;0;1;1201;1
041911;RELOJ SMART DM 03 ROSADO + AIRPODS;1;0;0;1;1202;1
04940;RELOJ SMARTWATCH S9 ULTRA NEGRO;1;0;0;1;1203;1
049402;RELOJ SMARTWATCH S9 ULTRA PLOMO;1;0;0;1;1204;1
07651;TECLADO + MOUSE JEDEL G10;1;0;0;1;1205;1
07652;TECLADO + MOUSE JEDEL WS880;1;0;1;1;1206;1
070121;TECLADO GENIUS NUMPAD 1000;1;0;0;1;1207;1
07567;TECLADO Y MOUSE KIT INALAMBRICO ROSADO;1;0;0;1;1208;1
07568;TECLADO Y MOUSE KIT INALAMBRICO VERDE;1;0;0;1;1209;1
024115;ADAP LDNIO HUB DS 25U 5 EN 1;0;25;25;0;999999;1
038031;AUDIF BT URBANO MSL-701 ROJO;0;0;1;0;999999;1
032601;AUDIF ECCO BT06 BLANCO;0;0;3;0;999999;1
03931;AUDIF SONY DI M30BT CAFE;0;0;4;0;999999;1
039311;AUDIF SONY DI M30BT NEGRO;0;0;1;0;999999;1
032562;AUDIFONO BT M12 MAX NARANJA;0;0;0;0;999999;1
03260;AUDIFONO ECCO BT06 NEGRO;0;0;0;0;999999;1
03009;AUDIFONO MDR-XB450 NEGRO;0;0;2;0;999999;1
052043;CARG INFINIX IN-01 SUPERCHARGER V8;0;0;0;0;999999;1
05350;CARG IPHONE 50W / 2PD TC A TC;0;0;6;0;999999;1
05145;CARG LDNIO 12W A2219 2.4 TIPO C;0;0;0;0;999999;1
050001;CARG LDNIO 18W A1306Q 3.0 V8;0;0;0;0;999999;1
05191;CARG LDNIO A1508C TIPO C - IP;0;50;50;0;999999;1
051991;CARG MI GAN POWER 68W NJ22 V8;0;50;50;0;999999;1
098022;CARGADOR LDNIO A1508C TIPO C;0;0;0;0;999999;1
990033;COLAGENO;0;0;1;0;999999;1
09108;CUCHILLA PARA MAQ. RICH HIDROGEL;0;20;0;0;999999;1
01054;DDS ADATA 480GB;0;2;2;0;999999;1
035002;MICROF WIRELESS VIAKING TIPO C;0;0;0;0;999999;1
03500;MICROFONO WIRELESS K9 IOS X 1;0;0;0;0;999999;1
07001;MOUSE GENIUS DX-125 USB NEGRO;0;0;0;0;999999;1
07076;MOUSE GENIUS DX-125 USB NEGRO G5;0;0;0;0;999999;1
07085;MOUSE JEDEL WIRELESS W620;0;0;1;0;999999;1
07100;MOUSE JEQANG BT JB-AP04 BLANCO;0;0;3;0;999999;1
071002;MOUSE JEQANG BT JB-AP04 NEGRO;0;0;0;0;999999;1
071003;MOUSE JEQANG BT JB-AP04 VERDE;0;0;0;0;999999;1
09302;PALETA AZUL GRANDE;0;13;15;0;999999;1
04379;PARL BOSE SI PRO PLUS;0;1;1;0;999999;1
042011;PARL BT - 2301;0;0;1;0;999999;1
043122;PARL BT MS-2017 DORADO;0;0;1;0;999999;1
04312;PARL BT MS-2017 NEGRO;0;0;0;0;999999;1
043121;PARL BT MS-2017 ROJO;0;0;0;0;999999;1
04313;PARL BT MS-2018 NEGRO;0;0;0;0;999999;1
043131;PARL BT MS-2018 ROJO;0;0;0;0;999999;1
042701;PARL BT MS-2025;0;0;0;0;999999;1
04420;PARL ECHO 5TA GEN ALEXA AZUL;0;3;3;0;999999;1
044201;PARL ECHO 5TA GEN ALEXA GRIS;0;3;3;0;999999;1
04307;PARL HONGFU PORTABLE SPEAKER HF-617;0;0;0;0;999999;1
04414;PARL LIDIMI LD060;0;1;1;0;999999;1
04415;PARL LIDIMI LD600;0;1;1;0;999999;1
04411;PARL LIDIMI LD657;0;1;1;0;999999;1
04410;PARL LIDIMI LD667;0;1;1;0;999999;1
04412;PARL LIDIMI LD692;0;1;1;0;999999;1
04413;PARL LIDIMI LD862;0;1;1;0;999999;1
04416;PARL LIDIMI LD867;0;1;1;0;999999;1
042832;PARL LIVIN 800W BT-08 ROJO;0;0;0;0;999999;1
04290;PARL MS-3630 BT;0;0;0;0;999999;1
041232;PARLANTE BT ECCO T8 FM +USB AZUL;0;0;0;0;999999;1
041233;PARLANTE BT ECCO T8 FM +USB NEGRO;0;0;1;0;999999;1
098029;PARLANTE DPUS SZ-6565;0;0;1;0;999999;1
05700;POWER BANK ANSTY AY-100 10000;0;0;0;0;999999;1
05886;POWER BANK LDNIO PQ27 20000 65.0W;0;5;0;0;999999;1
05051;POWER BANK LDNIO PW1009 10000 AMP;0;0;1;0;999999;1
050906;REGLETA LDNIO SC1418;0;10;10;0;999999;1
04967;RELOJ SMART EW25 4+1 NEGRO;0;0;1;0;999999;1
07125;TECL JEDEL + MOUSE G18;0;60;60;0;999999;1
99012;TOMATODO PROMO;0;0;18;0;999999;1
99016;VARIOS MASAJEADORA;0;30;30;0;999999;1
